Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Parent Education Level,Gender,Engagement Level,Contact Info,Library Card Number,Grade Level,Age,Country
S17785,8.1,63.0,63.4,Bachelor,Male,5,235-883-2580,LC5270,Grade 12,17,Germany
S17786,10.8,103.8,31.4,Doctorate,Male,5,664-564-2109,,Grade 10,15,France
S17787,11.4,47.9,48.9,Master,Male,0,787-267-9506,LC7799,Grade 12,17,Portugal
S17788,11.6,57.0,81.8,High School,Female,1,766-330-5586,LC3142,Grade 11,17,England
S17789,4.1,103.3,70.9,Doctorate,Male,0,243-704-8568,LC1876,Grade 10,15,England
S17790,1.6,69.3,60.7,Associate,Female,2,771-612-7172,LC5908,Grade 10,15,England
S17791,7.1,72.5,71.3,Associate,Male,2,946-506-6096,,Grade 12,17,Germany
S17792,12.0,,79.0,High School,Female,1,933-838-8153,LC8967,Grade 11,16,Spain
S17793,6.4,98.2,73.2,Doctorate,Male,0,160-782-3104,,Grade 10,15,France
S17794,8.2,87.2,86.4,Bachelor,Male,1,507-949-7503,LC6098,Grade 12,17,Portugal
S17795,20.6,,93.3,Master,Male,1,831-347-7035,LC1428,Grade 11,16,France
S17796,0.8,91.0,78.9,High School,Male,2,687-971-3025,,Grade 11,16,Spain
S17797,6.2,83.2,64.1,Bachelor,Female,2,740-923-6110,LC7591,Grade 11,16,France
S17798,19.5,96.7,85.3,Associate,Male,0,613-972-5711,LC3570,Grade 10,15,Germany
S17799,9.8,132.1,54.0,Doctorate,Male,2,687-407-7708,LC9720,Grade 11,16,England
S17800,6.5,85.1,47.5,Associate,Male,0,349-859-5602,LC6095,Grade 11,16,Spain
S17801,15.8,57.8,47.4,Associate,Female,0,469-397-5336,LC2281,Grade 12,17,England
S17802,10.3,95.8,61.2,Associate,Male,4,343-522-9726,,Grade 11,16,Portugal
S17803,8.3,72.1,200.0,Bachelor,Male,3,613-627-4597,LC1876,Grade 11,15,England
S17804,11.0,81.7,70.0,Master,Female,1,851-459-4036,LC1184,Grade 12,17,Germany
S17805,6.7,82.3,74.6,Master,Male,1,842-887-3855,LC1462,Grade 11,16,France
S17806,4.9,63.4,92.6,High School,Male,2,765-913-9043,LC3578,Grade 11,16,France
S17807,9.4,67.6,59.8,Associate,Male,1,463-272-2680,LC4718,Grade 10,15,Germany
S17808,4.9,28.8,82.1,Master,Male,1,617-930-7460,,Grade 11,16,France
S17809,10.1,73.0,69.0,Associate,Female,0,567-936-4147,LC7070,Grade 10,15,Spain
S17810,11.8,,75.6,Master,Female,1,155-327-3451,LC8857,Grade 10,15,Spain
S17811,14.3,75.3,93.0,Doctorate,Male,0,550-642-5740,LC7551,Grade 12,17,Germany
S17812,15.6,65.8,77.3,Doctorate,Female,1,582-284-4758,LC1765,Grade 12,17,Germany
S17813,8.0,82.5,53.7,Associate,Female,1,517-539-6142,,Grade 12,17,France
S17814,12.5,56.1,48.3,Doctorate,Male,1,866-303-3758,LC7704,Grade 11,16,Germany
S17815,12.5,53.8,43.2,Bachelor,Male,1,844-327-7614,LC9580,Grade 12,18,Germany
S17816,11.6,,38.6,Bachelor,Female,1,727-299-6768,LC1482,Grade 11,16,Germany
S17817,7.6,86.6,58.5,Doctorate,Male,0,768-973-5872,LC2943,Grade 11,16,England
S17818,4.9,85.2,68.2,Doctorate,Female,4,923-248-9668,LC6018,Grade 11,16,Spain
S17819,12.5,69.0,65.4,Doctorate,Male,2,871-163-2787,LC9132,Grade 10,16,Spain
S17820,1.5,96.9,55.8,High School,Male,3,769-797-7679,,Grade 12,17,Germany
S17821,8.7,52.5,37.0,High School,Female,0,302-772-2671,LC9328,Grade 11,16,Spain
S17822,-2.8,69.1,84.5,Associate,Male,4,259-752-5095,,Grade 11,16,Germany
S17823,3.3,90.0,54.5,Master,Female,4,764-572-2709,LC5699,Grade 11,16,Spain
S17824,5.6,92.2,72.8,Associate,Male,1,644-511-3328,LC6434,Grade 11,16,France
S17825,15.5,59.6,49.6,Bachelor,Male,3,723-736-5003,LC7960,Grade 11,16,France
S17826,13.4,117.9,40.7,Bachelor,Male,0,449-978-4165,LC1195,Grade 11,16,Germany
S17827,7.2,72.4,,Associate,Female,1,624-630-7203,LC9894,Grade 10,15,Spain
S17828,13.6,76.8,73.4,,Male,,575-161-4195,LC5068,Grade 10,15,France
S17829,14.4,94.6,39.6,Master,Male,3,755-495-1536,LC3718,Grade 11,16,France
S17830,9.2,106.0,60.3,Master,Female,3,268-202-2328,LC7094,Grade 11,16,Portugal
S17831,3.1,76.2,63.2,Master,Male,1,933-712-3413,LC4472,Grade 10,15,France
S17832,9.0,98.5,58.7,Associate,Male,0,554-669-5682,LC5805,Grade 11,15,Germany
S17833,9.5,65.9,46.3,,Male,0,379-837-8589,LC5385,Grade 11,16,France
S17834,3.8,108.4,62.8,Master,Male,0,241-792-7970,LC6016,Grade 11,15,Spain
S17835,11.8,75.8,54.5,Associate,Male,4,803-863-3590,,Grade 11,16,Germany
S17836,11.4,81.3,43.2,,Female,1,881-637-3103,LC9709,Grade 11,16,Germany
S17837,12.2,68.1,82.6,Doctorate,Male,1,391-557-4156,LC5479,Grade 11,16,Spain
S17838,11.4,79.3,79.7,Doctorate,Male,0,543-779-8746,LC2782,Grade 11,16,Germany
S17839,13.6,,55.4,Bachelor,Male,3,965-809-6657,LC2216,Grade 10,16,France
S17840,9.1,,56.1,Bachelor,Male,1,997-904-6498,LC6644,Grade 11,16,England
S17841,11.0,75.3,63.5,Associate,Male,5,980-438-6952,LC6405,Grade 11,16,France
S17842,8.0,53.9,,High School,Male,1,949-712-6607,LC5101,Grade 12,17,England
S17843,7.1,63.6,84.7,Doctorate,Male,4,683-242-2013,,Grade 12,17,England
S17844,16.7,33.0,43.0,Doctorate,Female,3,468-508-2803,,Grade 10,15,France
S17845,-0.2,50.2,79.3,Master,Male,1,353-865-9277,LC5839,Grade 11,16,France
S17846,14.4,74.7,66.8,Doctorate,Female,2,589-346-9594,LC8611,Grade 12,17,Spain
S17847,6.9,94.2,62.4,High School,Male,3,948-297-2688,LC3470,Grade 10,15,England
S17848,6.2,67.9,46.9,Bachelor,Female,2,957-285-7292,,Grade 11,15,Germany
S17849,11.3,74.4,62.6,Associate,Female,3,198-195-3957,LC2501,Grade 10,15,France
S17850,2.6,98.2,63.2,Associate,Male,1,856-850-3777,,Grade 10,15,Germany
S17851,5.9,91.7,59.8,Bachelor,Male,2,795-679-5030,LC8792,Grade 11,15,France
S17852,5.8,91.4,62.4,High School,Female,1,758-857-4141,,Grade 11,16,Spain
S17853,8.9,77.4,81.1,Bachelor,Male,4,764-765-3296,LC8902,Grade 11,16,England
S17854,6.0,65.2,69.7,High School,Female,2,151-901-7735,LC5584,Grade 10,15,Germany
S17855,18.0,82.9,,Associate,Male,1,956-565-5166,LC7459,Grade 11,16,Spain
S17856,19.0,100.7,43.6,High School,Female,1,749-277-3473,LC4586,Grade 11,16,England
S17857,-0.1,111.1,59.7,Doctorate,Male,1,303-317-3482,LC2583,Grade 12,16,Portugal
S17858,12.7,123.1,57.5,Doctorate,Male,1,603-283-7147,LC3462,Grade 11,16,Germany
S17859,14.3,105.6,73.5,Master,Female,4,644-368-9096,,Grade 12,17,Spain
S17860,12.7,75.9,68.6,Associate,Female,2,590-738-7621,LC6853,Grade 11,16,Germany
S17861,6.7,51.0,76.5,Doctorate,Male,1,726-210-4512,,Grade 11,16,England
S17862,8.8,87.0,89.1,Associate,Female,0,983-267-7590,LC9469,Grade 10,15,England
S17863,6.3,96.9,68.4,Doctorate,Male,1,887-224-1035,LC7943,Grade 11,16,Germany
S17864,7.9,,64.5,Associate,Female,1,253-348-4206,LC2683,Grade 12,17,Spain
S17865,4.0,45.4,61.1,Doctorate,Male,3,772-567-5740,LC8582,Grade 11,16,France
S17866,9.4,65.9,38.8,Associate,Female,1,721-893-5643,,Grade 10,15,Germany
S17867,2.5,59.6,46.2,High School,Male,1,895-504-5570,LC7664,Grade 12,17,France
S17868,9.0,42.8,40.7,High School,Male,1,114-935-1820,LC9424,Grade 11,16,Portugal
S17869,3.8,82.6,56.9,Master,Female,4,110-586-4940,,Grade 10,15,England
S17870,11.0,99.8,59.1,Master,Male,0,308-592-8555,LC3326,Grade 11,16,England
S17871,6.6,71.2,90.9,Doctorate,Female,1,234-488-9094,,Grade 11,15,Spain
S17872,11.5,41.8,66.5,High School,Female,3,945-129-6881,LC4378,Grade 11,16,Germany
S17873,15.4,79.1,67.3,Associate,Male,1,745-849-4481,LC2657,Grade 10,15,Germany
S17874,17.9,52.8,53.7,High School,Male,4,449-523-4138,LC1078,Grade 12,17,Germany
S17875,-2.6,54.8,62.9,High School,Male,1,225-982-3841,LC9799,Grade 11,16,Portugal
S17876,5.8,94.2,31.9,Master,Female,0,760-723-8172,LC9537,Grade 11,17,Germany
S17877,8.5,99.0,74.6,High School,Female,1,342-534-3099,LC6924,Grade 10,15,Spain
S17878,12.3,69.2,58.8,Associate,Male,1,657-279-7420,LC8700,Grade 12,18,England
S17879,1.7,89.6,46.7,High School,Male,,270-206-7669,LC1596,Grade 10,15,Germany
S17880,5.1,53.5,62.4,High School,Male,4,909-954-6438,LC7130,Grade 11,16,England
S17881,10.7,85.6,75.0,Doctorate,Male,1,248-191-8479,,Grade 11,17,Germany
S17882,10.4,67.3,76.6,High School,Male,1,731-317-9091,LC3046,Grade 10,15,Spain
S17883,11.9,48.5,92.0,,Male,2,509-602-6624,,Grade 12,17,France
S17884,12.2,56.9,63.2,,Male,0,582-433-1858,LC7242,Grade 11,16,Germany
S17885,11.7,83.2,47.9,Bachelor,Male,2,734-913-4346,LC8614,Grade 10,15,Portugal
S17886,11.0,45.4,70.2,Doctorate,Female,4,977-182-3924,LC2106,Grade 11,16,Spain
S17887,10.3,69.4,79.7,Doctorate,Male,0,241-236-3493,,Grade 11,16,Germany
S17888,,,72.4,,Male,4,767-888-9981,LC1772,Grade 12,18,England
S17889,-1.2,65.1,67.0,Bachelor,Female,0,286-854-9963,LC2534,Grade 11,16,England
S17890,17.7,44.2,76.0,,Female,4,248-382-1271,LC7761,Grade 10,15,Germany
S17891,-1.0,69.5,59.8,High School,Male,4,875-349-6953,LC1485,Grade 11,16,Portugal
S17892,4.6,88.6,66.0,Doctorate,Male,2,930-642-6320,,Grade 10,16,Germany
S17893,8.9,49.0,69.1,High School,Female,0,581-618-4147,LC6620,Grade 11,16,England
S17894,13.4,98.7,25.3,Bachelor,Male,2,215-753-2687,LC8298,Grade 10,15,Portugal
S17895,-5.0,90.3,55.0,Doctorate,Female,4,460-682-5550,LC2000,Grade 12,17,England
S17896,9.9,82.0,46.1,Associate,Male,0,859-495-1197,LC7106,Grade 11,16,Germany
S17897,14.0,86.5,44.1,Bachelor,Male,2,194-383-3810,LC2400,Grade 12,17,Spain
S17898,15.0,77.5,43.9,Bachelor,Male,3,873-323-4409,LC4397,Grade 12,17,England
S17899,6.5,81.7,66.5,Master,Male,3,498-366-1726,LC5221,Grade 12,17,Spain
S17900,8.5,76.4,73.0,Associate,Male,4,178-225-7680,,Grade 12,17,France
S17901,6.9,92.7,47.9,Associate,Male,0,242-819-4292,,Grade 12,18,Portugal
S17902,8.0,100.9,48.7,Master,Male,5,355-813-1812,,Grade 12,17,England
S17903,4.8,58.6,71.1,Bachelor,Female,4,407-299-8162,LC5933,Grade 12,17,Spain
S17904,5.6,61.0,79.9,Associate,Male,0,770-986-6202,LC5804,Grade 10,15,England
S17905,12.2,67.2,71.0,Doctorate,Female,3,327-791-8551,LC2134,Grade 12,17,Germany
S17906,10.7,62.8,79.6,,Male,5,887-783-3384,,Grade 11,16,Spain
S17907,,97.7,62.2,High School,Male,3,216-939-9765,LC7644,Grade 12,17,Germany
S17908,,45.0,76.7,High School,Male,4,614-279-5945,LC6826,Grade 11,16,Spain
S17909,13.5,85.9,60.0,Bachelor,Male,1,701-113-8878,LC3307,Grade 11,16,Spain
S17910,14.4,102.7,,Doctorate,Female,0,364-249-9929,LC2270,Grade 12,17,France
S17911,1.3,63.4,,Doctorate,Female,3,893-530-7401,LC4584,Grade 12,17,Germany
S17912,5.7,104.4,,Bachelor,Male,2,303-324-2816,LC5445,Grade 11,16,Germany
S17913,8.8,98.1,90.7,Bachelor,Male,1,870-795-8304,,Grade 10,15,Portugal
S17914,9.9,68.0,67.7,Doctorate,Male,2,405-394-5931,LC5740,Grade 10,15,France
S17915,6.6,91.4,89.8,Associate,Male,2,895-491-3222,LC1565,Grade 10,15,Spain
S17916,14.6,58.5,72.0,Bachelor,Male,3,777-774-8246,,Grade 12,17,Portugal
S17917,19.9,53.0,63.5,Associate,Male,4,378-811-3702,,Grade 12,18,Spain
S17918,10.9,65.7,58.2,Bachelor,Male,1,282-584-3097,LC7648,Grade 11,16,France
S17919,10.4,102.0,92.9,Bachelor,Female,5,250-138-2212,LC2357,Grade 11,15,France
S17920,14.2,65.8,62.7,High School,Male,0,723-221-7122,LC9503,Grade 10,15,Portugal
S17921,0.7,75.8,64.9,Bachelor,Male,1,465-202-1233,,Grade 10,15,Portugal
S17922,10.1,54.9,78.9,Master,Male,0,558-973-4362,,Grade 11,15,England
S17923,14.9,92.3,70.7,Doctorate,Male,1,655-324-4075,LC1685,Grade 10,15,England
S17924,6.8,91.6,60.6,Doctorate,Male,0,155-465-5173,LC8173,Grade 12,17,England
S17925,3.9,60.9,79.1,Master,Female,0,426-842-2549,LC4445,Grade 11,16,England
S17926,9.1,28.7,41.3,Associate,Male,2,790-244-4725,LC5656,Grade 11,16,Germany
S17927,9.7,67.8,63.7,High School,Female,4,728-412-3583,LC1508,Grade 10,15,Germany
S17928,5.5,83.9,65.5,High School,Female,,456-643-1134,LC1294,Grade 10,15,England
S17929,20.5,74.7,62.8,Doctorate,Male,2,359-926-7515,,Grade 12,18,England
S17930,7.6,76.6,77.5,Bachelor,Male,1,389-514-1663,,Grade 11,16,Germany
S17931,4.2,82.0,52.5,,Male,2,821-683-2490,,Grade 10,15,Spain
S17932,9.5,64.8,63.2,Associate,Female,2,706-760-9429,LC1188,Grade 12,17,Spain
S17933,14.5,49.9,102.6,Master,Male,0,956-743-2963,LC5557,Grade 11,16,Spain
S17934,10.1,89.8,75.8,Master,Female,1,987-429-9957,,Grade 10,15,England
S17935,12.4,57.3,79.9,Doctorate,Female,1,562-699-9469,LC7414,Grade 12,17,England
S17936,,51.0,63.4,Associate,Female,0,979-558-8476,LC9637,Grade 11,16,Portugal
S17937,17.4,85.0,,Master,Male,5,178-840-2788,LC1936,Grade 12,17,Germany
S17938,12.8,,41.3,Bachelor,Male,2,977-134-7828,LC6192,Grade 10,15,Portugal
S17939,15.2,58.6,81.9,Associate,Male,5,133-680-9950,,Grade 11,16,Spain
S17940,11.8,106.6,61.3,High School,Female,0,968-461-6417,LC9596,Grade 11,16,England
S17941,14.1,106.8,54.8,Bachelor,Female,0,921-538-1847,LC3582,Grade 11,16,Germany
S17942,5.6,,53.8,Master,Female,4,507-231-4396,LC1897,Grade 10,15,England
S17943,7.5,90.2,63.8,Bachelor,Female,0,852-815-6738,LC9013,Grade 12,18,England
S17944,16.7,98.1,79.7,Associate,Male,4,292-951-5561,LC2884,Grade 11,16,Spain
S17945,17.8,114.3,46.6,Doctorate,Female,2,443-750-1406,LC4779,Grade 11,16,France
S17946,4.3,,87.5,Master,Male,4,678-546-1898,LC6253,Grade 12,17,Germany
S17947,11.2,80.0,49.9,Bachelor,Male,0,921-131-9973,LC2937,Grade 12,17,France
S17948,7.8,92.5,59.7,Associate,Male,1,925-933-7936,LC7426,Grade 10,15,Spain
S17949,6.5,65.7,56.7,Associate,Female,5,725-112-9862,LC8098,Grade 11,16,England
S17950,11.4,77.9,65.6,Bachelor,Male,0,414-538-7775,,Grade 11,16,England
S17951,15.7,78.8,55.2,Doctorate,Male,5,102-725-7143,LC4745,Grade 11,16,England
S17952,,72.2,56.3,Associate,Male,0,661-631-1802,LC8830,Grade 11,16,England
S17953,8.4,68.7,46.8,Associate,Male,1,511-101-2152,,Grade 11,16,France
S17954,12.6,,67.0,High School,Male,1,345-880-7508,LC7688,Grade 12,17,England
S17955,8.2,55.9,44.9,Master,Male,1,752-334-1823,LC9815,Grade 12,17,Germany
S17956,12.1,78.0,60.6,Bachelor,Male,0,942-598-2541,LC7415,Grade 11,16,England
S17957,17.0,49.2,50.0,Master,Female,,849-927-1212,LC7450,Grade 12,17,France
S17958,-0.4,34.8,48.9,Master,Female,0,627-667-9391,LC7912,Grade 10,15,Germany
S17959,14.0,98.9,53.8,Bachelor,Female,2,615-420-4333,LC9090,Grade 11,17,Germany
S17960,2.3,100.7,52.1,Master,Female,2,743-193-5357,LC5769,Grade 12,17,England
S17961,16.1,65.3,71.6,Bachelor,Male,1,961-235-2250,LC1139,Grade 10,15,Germany
S17962,6.8,76.0,56.6,Bachelor,Male,0,756-141-6337,LC9140,Grade 11,16,England
S17963,3.9,69.2,84.7,Bachelor,Male,1,982-453-2779,LC3099,Grade 11,17,England
S17964,13.5,69.2,54.7,Associate,Male,0,604-272-2877,LC5125,Grade 11,16,England
S17965,11.8,65.2,62.3,Associate,Female,0,855-277-2120,LC2530,Grade 12,17,Portugal
S17966,5.0,84.2,56.9,Doctorate,Male,3,149-697-9346,LC4619,Grade 10,15,England
S17967,3.7,67.4,63.2,Doctorate,Male,4,188-933-1539,LC3571,Grade 10,15,Germany
S17968,9.1,83.3,64.6,Bachelor,Male,5,411-716-9406,LC4477,Grade 10,15,France
S17969,4.0,108.4,64.2,Doctorate,Male,1,475-917-4752,,Grade 12,17,Spain
S17970,4.7,82.8,74.6,Master,Female,0,806-103-1434,LC1536,Grade 11,16,England
S17971,10.6,77.5,,High School,Female,1,130-608-2262,LC7076,Grade 11,16,Germany
S17972,5.2,63.6,68.7,Bachelor,Male,5,801-981-1787,,Grade 12,17,Germany
S17973,12.1,74.7,82.9,Master,Male,2,678-393-5209,LC2798,Grade 11,16,Germany
S17974,17.5,41.6,60.5,,Female,0,803-774-2438,LC2838,Grade 12,17,England
S17975,9.3,105.8,84.2,Doctorate,Male,0,711-568-9554,LC9806,Grade 11,16,England
S17976,10.7,55.8,67.5,Bachelor,Male,1,708-398-3751,LC4562,Grade 11,16,France
S17977,20.1,36.6,24.7,Master,Female,1,182-633-5315,,Grade 12,17,England
S17978,4.1,72.9,67.9,Bachelor,Male,0,625-930-5758,,Grade 10,15,Portugal
S17979,16.0,82.1,86.2,Master,Male,1,755-790-5368,LC2362,Grade 12,17,England
S17980,15.4,101.5,73.9,Associate,Female,0,335-746-4561,LC4505,Grade 11,16,France
S17981,14.3,,63.3,High School,Male,1,512-647-7601,LC1140,Grade 12,17,France
S17982,16.5,93.5,56.9,Master,Male,3,325-380-3802,LC5360,Grade 12,17,Germany
S17983,11.4,93.6,89.5,Doctorate,Female,0,875-970-9738,LC9445,Grade 12,17,France
S17984,7.1,91.6,66.2,Doctorate,Male,0,831-791-5005,,Grade 12,17,Portugal
S17985,15.5,52.3,47.4,High School,Male,1,635-214-5577,LC3900,Grade 10,15,England
S17986,15.7,85.2,66.8,Doctorate,Male,1,233-445-1085,LC5630,Grade 11,16,Germany
S17987,15.5,47.3,52.2,Bachelor,Male,5,664-713-9016,LC8518,Grade 10,15,England
S17988,10.2,114.9,29.8,Bachelor,Male,0,954-810-8115,LC7174,Grade 10,15,Germany
S17989,6.4,89.0,65.2,Bachelor,Female,0,888-258-5265,LC3099,Grade 10,15,Germany
S17990,11.0,62.5,65.8,Bachelor,Male,0,279-255-7826,LC9386,Grade 12,17,Germany
S17991,14.7,82.5,59.8,Bachelor,Male,2,720-910-2906,LC5305,Grade 11,16,England
S17992,15.1,54.8,59.9,Doctorate,Male,3,137-428-6350,LC8501,Grade 12,17,Germany
S17993,7.9,43.9,67.0,Master,Female,5,749-871-2030,LC3548,Grade 11,16,Germany
S17994,11.6,,54.8,Master,Male,5,666-340-3339,LC1433,Grade 11,16,Spain
S17995,3.5,55.4,48.2,Bachelor,Male,0,633-410-8971,LC6887,Grade 10,15,England
S17996,14.9,71.4,,Associate,Male,1,368-129-6576,LC3845,Grade 11,16,Spain
S17997,,79.1,59.1,Master,Female,2,231-749-4285,LC2242,Grade 12,17,Germany
S17998,13.9,71.4,68.9,Master,Male,0,953-833-9610,,Grade 11,16,Germany
S17999,4.3,54.4,31.3,Bachelor,Male,3,372-450-5165,LC4553,Grade 10,15,Germany
S18000,15.2,76.2,72.3,Doctorate,Female,1,155-246-3978,LC7103,Grade 10,15,Germany
S18001,11.6,78.0,60.5,High School,Female,0,293-315-6290,LC9398,Grade 11,15,England
S18002,6.1,92.4,56.1,Bachelor,Female,1,927-581-5428,,Grade 10,15,France
S18003,13.5,123.9,,High School,Male,2,300-984-1123,LC7759,Grade 11,16,Spain
S18004,7.0,35.5,82.4,Bachelor,Male,1,778-726-3970,LC4194,Grade 11,16,England
S18005,13.7,,73.0,Bachelor,Male,2,196-913-4473,LC1984,Grade 11,16,France
S18006,8.6,79.5,49.5,High School,Female,1,920-453-8692,LC7785,Grade 12,17,Portugal
S18007,1.4,95.2,83.0,Master,Male,4,846-809-2312,LC4022,Grade 11,16,Germany
S18008,,81.9,,Doctorate,Male,4,953-470-1921,LC1128,Grade 11,16,Germany
S18009,7.8,97.5,60.4,Associate,Male,5,968-329-4035,LC7457,Grade 12,17,Portugal
S18010,16.8,45.4,68.6,Associate,Male,0,947-219-5688,,Grade 12,17,France
S18011,,68.6,33.5,Associate,Male,0,553-537-2317,,Grade 10,15,Germany
S18012,18.1,104.2,68.7,Associate,Male,,365-541-5408,LC4567,Grade 10,15,Germany
S18013,18.3,57.8,52.4,Master,Male,2,265-772-5369,,Grade 11,16,Spain
S18014,7.3,17.0,58.0,Associate,Female,5,456-697-1627,LC9807,Grade 12,17,Germany
S18015,9.1,58.7,47.2,Master,Female,4,148-834-9283,LC9202,Grade 10,15,Germany
S18016,7.9,83.7,81.0,Associate,Male,1,348-416-9949,LC5387,Grade 12,18,Spain
S18017,6.6,73.6,59.7,Bachelor,Male,2,229-668-2361,LC5477,Grade 10,15,Spain
S18018,0.8,49.3,65.1,High School,Male,2,317-990-8866,LC9256,Grade 11,16,England
S18019,9.9,60.6,89.4,High School,Female,1,124-648-8094,,Grade 12,17,France
S18020,3.6,48.4,79.3,Associate,Male,2,997-185-5913,,Grade 10,15,England
S18021,9.8,50.7,65.8,Master,Female,3,590-516-5877,LC2239,Grade 11,16,Portugal
S18022,20.6,57.4,54.2,Doctorate,Male,0,980-388-3016,,Grade 11,16,England
S18023,,77.1,54.1,Associate,Male,0,686-938-9747,LC2759,Grade 11,16,England
S18024,11.0,27.2,71.5,Bachelor,Female,4,324-131-4390,,Grade 11,16,France
S18025,14.5,102.3,51.0,Associate,Female,1,199-534-2118,LC2049,Grade 12,17,Germany
S18026,11.4,72.9,36.7,Master,Female,0,743-669-7869,LC2284,Grade 10,15,France
S18027,11.5,52.9,53.3,Master,Male,2,543-900-4440,LC9495,Grade 11,16,England
S18028,8.2,,71.1,Master,Male,4,171-574-1749,LC4231,Grade 12,17,France
S18029,8.8,62.3,,Bachelor,Female,0,343-856-2608,LC6491,Grade 11,16,Portugal
S18030,5.2,75.1,80.5,Bachelor,Male,0,507-345-9935,LC2985,Grade 11,16,Germany
S18031,14.2,78.0,55.2,,Female,2,361-351-3247,LC7194,Grade 10,15,France
S18032,1.3,71.1,62.1,Associate,Male,1,503-860-2146,LC3001,Grade 11,16,England
S18033,14.9,59.9,53.5,,Male,0,463-236-4362,LC1371,Grade 12,17,France
S18034,3.0,,62.9,High School,Female,2,153-235-7844,LC7850,Grade 12,17,France
S18035,14.8,33.5,48.1,High School,Male,0,402-615-9107,,Grade 11,16,France
S18036,8.2,50.7,84.5,Associate,Male,1,933-354-5535,LC2402,Grade 11,16,France
S18037,3.8,61.5,79.6,Associate,Male,1,492-481-2291,LC4704,Grade 11,16,Germany
S18038,12.9,48.2,44.9,Doctorate,Female,0,415-316-2674,LC4065,Grade 11,15,Germany
S18039,14.6,70.6,80.5,Associate,Male,1,249-730-5446,LC7407,Grade 11,16,Germany
S18040,7.8,48.2,86.1,High School,Female,1,388-174-9598,LC7861,Grade 11,16,France
S18041,13.6,109.3,73.7,Bachelor,Male,0,297-981-4580,LC1122,Grade 12,17,France
S18042,,45.8,83.1,,Female,0,659-111-7100,,Grade 11,16,Spain
S18043,3.4,105.2,66.4,Master,Male,1,487-845-5572,LC3595,Grade 11,17,France
S18044,16.5,34.9,74.6,Master,Male,1,754-659-5900,,Grade 10,15,England
S18045,8.9,115.1,72.3,Associate,Male,0,974-644-8169,,Grade 11,16,Portugal
S18046,0.7,86.7,51.1,Associate,Male,2,272-127-2604,LC4148,Grade 11,16,England
S18047,6.5,90.8,78.0,Doctorate,Male,5,572-689-6673,LC1347,Grade 11,16,Spain
S18048,5.4,47.7,70.5,Associate,Male,5,776-118-9221,,Grade 11,16,Spain
S18049,9.2,68.5,49.1,Doctorate,Male,3,276-283-8337,LC5044,Grade 11,16,France
S18050,8.1,69.9,40.6,Master,Male,2,681-820-8334,LC4484,Grade 10,15,France
S18051,10.9,73.0,69.0,Bachelor,Female,5,344-637-4499,LC4910,Grade 11,16,Germany
S18052,9.7,100.5,62.8,Master,Male,1,433-387-8365,LC8675,Grade 12,17,Portugal
S18053,16.8,88.8,46.3,,Female,2,504-877-6849,LC6038,Grade 11,16,Spain
S18054,12.1,71.7,83.3,Doctorate,Male,3,302-127-9590,LC8567,Grade 12,17,Germany
S18055,12.3,95.0,71.9,High School,Male,1,770-505-3201,LC9961,Grade 11,16,England
S18056,,98.7,71.9,Doctorate,Male,3,252-946-6107,LC9130,Grade 11,16,Germany
S18057,8.1,63.6,67.3,Doctorate,Male,1,157-326-2879,LC4351,Grade 10,15,Germany
S18058,3.7,63.1,46.6,Bachelor,Male,0,481-247-7180,LC5560,Grade 10,14,France
S18059,16.0,,48.9,Associate,Male,1,866-744-3254,LC6727,Grade 12,17,Germany
S18060,10.7,70.2,83.4,Bachelor,Female,0,522-680-1832,LC9770,Grade 11,16,Portugal
S18061,10.7,62.1,68.3,High School,Male,1,839-378-3430,LC4416,Grade 12,17,England
S18062,6.8,71.9,49.2,Doctorate,Male,,942-445-5200,LC9692,Grade 10,15,England
S18063,6.9,96.5,63.6,High School,Female,4,551-487-9665,LC3374,Grade 10,15,France
S18064,14.2,89.4,72.4,Master,Male,2,623-620-2271,LC4371,Grade 12,17,England
S18065,14.9,72.5,57.1,Bachelor,Female,1,543-685-9602,,Grade 10,15,England
S18066,13.9,,68.1,High School,Male,2,255-521-8719,LC3654,Grade 12,17,Germany
S18067,14.0,80.0,80.5,High School,Female,,826-712-1624,,Grade 12,17,England
S18068,12.8,72.2,91.2,Associate,Male,1,869-603-5589,LC5795,Grade 12,17,England
S18069,10.7,69.0,38.0,Associate,Male,1,838-938-1908,LC9165,Grade 11,16,Spain
S18070,9.1,78.0,78.6,Associate,Male,5,261-594-3389,LC7985,Grade 11,16,England
S18071,16.1,66.7,72.5,Doctorate,Male,3,595-658-8207,LC4887,Grade 12,17,France
S18072,8.1,76.4,69.9,Bachelor,Male,1,489-780-5284,,Grade 12,17,Germany
S18073,11.8,74.0,51.8,Master,Male,3,361-505-2557,LC3230,Grade 11,16,Germany
S18074,6.0,46.0,71.5,Master,Male,1,205-217-7696,LC7255,Grade 11,16,France
S18075,6.7,64.4,57.2,Master,Male,4,801-107-4254,LC5619,Grade 12,17,Portugal
S18076,8.8,69.8,71.5,Associate,Male,0,344-423-2297,,Grade 10,15,England
S18077,6.0,112.2,71.8,High School,Male,2,136-832-6722,LC9836,Grade 10,15,England
S18078,14.0,71.8,84.0,High School,Female,2,288-992-6882,LC7227,Grade 12,17,Germany
